,,,,
관리번호,공원명,소재지지번주소,위도,경도
41220-00233,신촌 새말 근린공원(신촌지구 동부 101호),경기도 평택시 칠원동 산36-36,37.024067,127.104973
41220-00234,여염 근린공원(고덕일반산업단지),경기도 평택시 고덕면 여염리 1650공,37.030820,127.055173
41220-00235,석정 근린공원(남),경기도 평택시 장당동 636 636-2,37.052747,127.063266
41220-00236,장당 근린공원,경기도 평택시 이충동 615,37.050776,127.057345
41220-00237,장안하늘채 근린공원(동부 25호),경기도 평택시 장안동 621,37.057621,127.077627
41220-00238,제1호 근린공원(가재지구),경기도 평택시 가재동 436-1,37.044253,127.075250
41220-00239,제1호 근린공원(브레인시티 일반산업단지),경기도 평택시 장안동 204-2,37.052902,127.087992
41220-00240,제2호 근린공원(가재지구),경기도 평택시 가재동 산58-1,37.0416459180,127.0845378479
41220-00241,제2호 근린공원(브레인시티 일반산업단지),경기도 평택시 장안동 61-4,37.056557,127.092852
41220-00242,제3호 근린공원(브레인시티 일반산업단지),경기도 평택시 장안동 산130,37.050579,127.092787
41220-00243,진위 근린공원,경기도 평택시 진위면 견산리 산16,37.109273,127.074837
41220-00244,진위산업단지 근린공원,경기도 평택시 진위면 청호리 342-4,37.122825,127.082002
41220-00245,충의 근린공원,경기도 평택시 이충동 692,37.059477,127.071108
41220-00246,칠괴 근린공원,경기도 평택시 칠괴동 579-1,37.032169,127.088287
41220-00247,가곡5리 마을쉼터,경기도 평택시 진위면 가곡리 419-4,37.115643,127.072373
41220-00248,견산1리 마을쉼터,경기도 평택시 진위면 견산리 409-1 410-1,37.108159,127.073751
41220-00249,견산2리 마을쉼터,경기도 평택시 진위면 견산리 24-3,37.107169,127.080433
41220-00208,2호 근린공원(고덕국제화지구 서정동),경기도 평택시 서정동 608-2답,37.072141,127.042956
41220-00209,아홉거리 근린공원,경기도 평택시 고덕면 당현리 457답,37.059962,127.034466
41220-00210,두릉 근린공원,경기도 평택시 고덕면 두릉리 산32-5임,37.058820,127.021191
41220-00211,5호 근린공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 512-6잡,37.051142,127.019873
41220-00212,6호 근린공원(고덕국제화지구 좌교리),경기도 평택시 고덕면 좌교리 433-52전,37.046797,127.018503
41220-00213,7호 근린공원(고덕국제화지구 두릉리),경기도 평택시 고덕면 두릉리 576임,37.053903,127.017266
41220-00214,8호 근린공원(고덕국제화지구 두룡리),경기도 평택시 고덕면 두릉리 547-1번,37.050157,127.015155
41220-00215,9호 근린공원(고덕국제화지구 율포리),경기도 평택시 고덕면 율포리 539-5장,37.047085,127.014586
41220-00216,LG Digital Park일반산업단지 근린공원,경기도 평택시 진위면 청호리 367,37.128946,127.091568
41220-00217,가곡 근린공원,경기도 평택시 진위면 가곡리 70-1,37.112580,127.087180
41220-00218,갈곶 근린공원(진위제2산업단지),경기도 평택시 진위면 갈곶리 118,37.123960,127.079289
41220-00219,견산 근린공원,경기도 평택시 진위면 견산리 산9임,37.107238,127.077771
41220-00220,궁리 근린공원(궁리2지구),경기도 평택시 고덕면 궁리 산32,37.022288,127.035645
41220-00221,모곡 근린공원,경기도 평택시 모곡동 444,37.035404,127.075836
41220-00222,반지산(돌산) 근린공원,경기도 평택시 이충동 662,37.058844,127.064732
41220-00223,봉골 근린공원(고덕일반산업단지),경기도 평택시 고덕면 여염리 1683공,37.026177,127.063527
41220-00224,봉남 근린공원,경기도 평택시 진위면 봉남리 산22-1,37.105507,127.092851
41220-00225,부락산분수 근린공원,경기도 평택시 이충동 279-1,37.065121,127.067652
41220-00226,상서재 근린공원(동삭2지구),경기도 평택시 칠원동 산56,37.022294,127.098857
41220-00227,상서재서초 근린공원(동삭2지구),경기도 평택시 칠원동 산63,37.035098,127.105155
41220-00228,서정 근린공원,경기도 평택시 서정동 201-7 201-8,37.063181,127.060854
41220-00229,석정 근린공원(북),경기도 평택시 이충동 산81-1,37.056071,127.061922
41220-00397,2호 근린공원 (화양지구),경기도 평택시 현덕면 운정리 산72-1,36.986097,126.899903
41220-00187,동부 106호 어린이공원(신촌지구),경기도 평택시 팽성읍 추팔리 396-2,36.957551,127.078011
41220-00188,동삭 어린이공원(동삭지구),경기도 평택시 합정동 749,36.991862,127.096174
41220-00189,동일 어린이공원,경기도 평택시 통복동 73,36.998423,127.085552
41220-00190,두릉이주 어린이공원,경기도 평택시 팽성읍 안정리 169-50,36.959505,127.047945
41220-00191,둔터 어린이공원(청북지구 택지개발),경기도 평택시 팽성읍 송화리 770-1,36.963502,127.054582
41220-00192,둥실봉 어린이공원,경기도 평택시 합정동 774,36.990515,127.105605
41220-00193,뒷동산 어린이공원(소사벌택지 5호),경기도 평택시 동삭동 429-1,37.017869,127.087190
41220-00194,롯데인벤스 어린이공원,경기도 평택시 죽백동 748공,37.004445,127.113983
41220-00195,모산골 어린이공원(동삭2지구),경기도 평택시 동삭동 714,37.009731,127.100923
41220-00196,모험 어린이공원(소사벌택지 4호),경기도 평택시 합정동 881,36.990793,127.119713
41220-00197,무동 어린이공원(소사2지구),경기도 평택시 합정동 902-4,36.988787,127.105013
41220-00198,무지개 어린이공원,경기도 평택시 합정동 830,36.989137,127.091306
41220-00199,문화촌 어린이공원,경기도 평택시 합정동 836,36.990232,127.096101
41220-00200,물결 어린이공원(소사벌택지 6호),경기도 평택시 세교동 560-1,37.001993,127.079310
41220-00201,물방울(동부84호) 어린이공원(세교지구단위),경기도 평택시 합정동 871-5,36.989920,127.116372
41220-00070,현촌한마음 문화공원(현촌지구),경기도 평택시 용이동 596-7공,36.998927,127.133623
41220-00265,고덕 1호 문화공원 (고덕국제화지구),경기도 평택시 고덕면 율포리 356-9잡,37.054885,127.034647
41220-00204,노와이주단지 체육공원(노와지구),경기도 평택시 팽성읍 노와리 456공,36.947202,127.090014
41220-00205,11호 근린공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 531답,37.038837,127.016067
41220-00206,함박산 근린공원,경기도 평택시 고덕면 좌교리 산35-4임,37.044113,127.032301
41220-00207,14호 근린공원(고덕국제화지구  해창리),경기도 평택시 고덕면 해창리 361-1전,37.032926,127.019145
52111-00136,바위백이공원,전북특별자치도 전주시 완산구 효자동3가 1858,35.81700271,127.0999915
52111-00137,효자묘지공원,전북특별자치도 전주시 완산구 효자동3가 산 136-1,35.8268731,127.0914375
52111-00138,효자공원,전북특별자치도 전주시 완산구 효자동2가 1364-2,35.7990489878,127.1042322251
52111-00139,이목대공원,전북특별자치도 전주시 완산구 교동 54-16,35.8144091,127.1560596
52111-00140,역사도심공원,전북특별자치도 전주시 완산구 고사동 324-14,35.820872,127.140471
52113-00001,덕진공원,전북특별자치도 전주시 덕진구 덕진동1가 1316-2,35.84749476,127.1210312
52113-00002,팔복첨단산업3-1,전북특별자치도 전주시 덕진구 팔복동2가 589,35.8600198175,127.0897383907
52113-00003,진북공원,전북특별자치도 전주시 덕진구 진북동 1031-5,35.82791173,127.132693
52113-00004,가련산공원,전북특별자치도 전주시 덕진구 덕진동2가 산 27-1,35.8436246,127.1192136
52113-00005,오공공원(혁신8-1),전북특별자치도 전주시 덕진구 중동 830,35.83284416,127.0536117
52113-00006,정문공원(혁신4-2),전북특별자치도 전주시 덕진구 중동 832,35.83277155,127.0665021
52113-00007,금암공원,전북특별자치도 전주시 덕진구 금암동 756-4,35.8368538,127.1294517
52113-00008,인후공원,전북특별자치도 전주시 덕진구 인후동1가 산 4-6,35.8418516,127.1605317
52113-00009,황방산공원,전북특별자치도 전주시 덕진구 팔복동3가 산 238-1,35.8393425,127.0974924
52113-00010,꾀꼬리공원,전북특별자치도 전주시 덕진구 금암동 1546-1,35.84330727,127.1372986
52113-00011,금암체련공원,전북특별자치도 전주시 덕진구 금암동 1575-7,35.83858803,127.1413128
52113-00012,우아2공원,전북특별자치도 전주시 덕진구 우아동3가 762-1,35.8544738751,127.1557406799
52113-00013,소공공원,전북특별자치도 전주시 덕진구 우아동3가 743-23,35.85382317,127.1568998
52113-00014,동신공원,전북특별자치도 전주시 덕진구 우아동3가 744-139,35.8508605,127.1586183
52113-00015,우아1공원,전북특별자치도 전주시 덕진구 우아동3가 747-81,35.85063052,127.1547065
52113-00016,황산공원,전북특별자치도 전주시 덕진구 우아동3가 750-49,35.8452209,127.1558857
52113-00017,신기공원,전북특별자치도 전주시 덕진구 우아동3가 753-29,35.84730413,127.1630224
44270-00002,공원:103(당진:03 승리봉공원),충청남도 당진시 읍내동 507-12,36.895543,126.627703
44270-00003,공원:104(당진:04 채운공원),충청남도 당진시 채운동 357-21,36.890644,126.619224
44270-00004,공원:107(당진:06 남산공원),충청남도 당진시 읍내동 234-33,36.894382,126.634567
44270-00005,공원:109(당진:8 서문공원),충청남도 당진시 읍내동 560-2,36.893201,126.627137
44270-00006,공원:110(당진:09 새싹공원),충청남도 당진시 읍내동 177-1,36.890234,126.635389
44270-00007,공원:111(당진:10 은하공원),충청남도 당진시 채운동 278-4,36.894686,126.622673
52111-00121,서중공원,전북특별자치도 전주시 완산구 효자동3가 1433,35.8352748,127.1001981
52111-00122,신덕공원,전북특별자치도 전주시 완산구 효자동3가 1443-2,35.8341299,127.1025975
52111-00123,양지뜸공원,전북특별자치도 전주시 완산구 효자동3가 1473-4,35.8323436,127.0983313
52111-00124,서곡공원,전북특별자치도 전주시 완산구 효자동3가 1485,35.8337889,127.1041528
52111-00125,서곡공원,전북특별자치도 전주시 완산구 효자동3가 1487,35.829822,127.0987812
52111-00126,문학대2공원,전북특별자치도 전주시 완산구 효자동3가 1523-2,35.82766862,127.1097689
52111-00127,마전숲,전북특별자치도 전주시 완산구 효자동3가 1526-1,35.8187033,127.1106341
52111-00128,서부제5공원,전북특별자치도 전주시 완산구 효자동3가 1578,35.82960936,127.0970700298
52111-00129,서부제4공원,전북특별자치도 전주시 완산구 효자동3가 1580,35.8302066,127.0996597
52111-00130,문학대1공원,전북특별자치도 전주시 완산구 효자동3가 1587,35.82918842,127.1051164
52111-00131,효자제1호공원,전북특별자치도 전주시 완산구 효자동3가 1604-29,35.82710278,127.1014206
52111-00132,효자제2호공원,전북특별자치도 전주시 완산구 효자동3가 1615-22,35.826979,127.1033266
52111-00133,효자제3호공원,전북특별자치도 전주시 완산구 효자동3가 1641-7,35.82331738,127.0996972
52111-00134,효자제4호공원,전북특별자치도 전주시 완산구 효자동3가 1687-13,35.82000442,127.0996948
52111-00135,효자제5호공원,전북특별자치도 전주시 완산구 효자동3가 1713-18,35.8164307,127.0962956
41220-00166,꿈동산 어린이공원(소사벌택지 3호),경기도 평택시 동삭동 575-1,37.020082,127.083718
41220-00167,나비 어린이공원(소사벌택지 2호),경기도 평택시 용이동 300-2번지,36.990964,127.121355
41220-00168,낙촌 어린이공원,경기도 평택시 통복동 22-2,36.998618,127.083086
41220-00169,내일 4호 어린이공원(모산영신지구),경기도 평택시 용이동 593-3,36.999606,127.131558
41220-00170,노래비 1호 어린이공원(모산영신지구),경기도 평택시 비전동 752-13,36.994051,127.100670
41220-00171,노루댕이 어린이공원(장당 3호),경기도 평택시 동삭동 412-14,37.0206357620,127.0929779871
41220-00172,노와이주 어린이공원(노와이주단지 12호),경기도 평택시 용이동 485-1,37.000023,127.148210
41220-00173,놀이 어린이공원(서재지구 80호),경기도 평택시 용이동 447-1,36.998348,127.139361
41220-00174,농성 어린이공원(안정2호 근린공원),경기도 평택시 용이동 459-1,36.996513,127.140007
41220-00175,높은들 어린이공원,경기도 평택시 용이동 453-4,36.995507,127.136516
41220-00176,늘푸른 어린이공원,경기도 평택시 비전동 1047공,37.002497,127.111008
41220-00177,늘푸른안정 어린이공원,경기도 평택시 세교동 555-1,37.001829,127.086017
41220-00178,대동 어린이공원(소사3지구),경기도 평택시 신대동 184-9,37.000529,127.058007
41220-00179,대장골 어린이공원(청북지구 택지개발),경기도 평택시 비전동 803,36.998698,127.101299
41220-00180,도곡 어린이공원(포승공단),경기도 평택시 비전동 798-1,37.000145,127.097266
41220-00181,도화동 어린이공원(안중지구 택지개발),경기도 평택시 세교동 230-59,37.006571,127.076627
41220-00182,돌우물 어린이공원,경기도 평택시 죽백동 778-1공,37.005663,127.120216
41220-00183,돌패기 어린이공원(청북지구 택지개발),경기도 평택시 비전동 826,36.996461,127.108229
41220-00184,동령 어린이공원,경기도 평택시 합정동 921-1,36.989147,127.099840
41220-00185,동막골(동구재) 어린이공원,경기도 평택시 합정동 930-1,36.987735,127.103446
41220-00186,동부 105호 어린이공원(신촌지구),경기도 평택시 세교동 557-1,37.003313,127.083109
41220-00398,3호 뜸이기뜰 근린공원(화양지구),경기도 평택시 현덕면 운정리 산63-3,36.982419,126.901233
29155-00031,해마루공원,광주광역시 남구 행암동 554,35.1026757958,126.8853871789
29155-00032,천변길공원,광주광역시 남구 행암동 549,35.1001432662,126.8854430467
29155-00033,대촌공원,광주광역시 남구 지석동 325-5,35.0841171715,126.8294216858
29155-00034,꿈나무공원,광주광역시 남구 임암동 812,35.1056180693,126.8768266649
29155-00035,화방공원,광주광역시 남구 임암동 742,35.1055410826,126.8733589286
29155-00036,산돌공원,광주광역시 남구 임암동 729,35.1031799001,126.8706056337
